;HYDRA;TEG-SD;1;Plasma;1 820;3;INIT;;;;;33;;;;;;;;45;;;;;;;;66;;54;;;;;;15;;;;33;45;;45;;;;33;;;;;;;;;;;;;15;;;45;;
;HYDRA;TEG-SD;2;Barren;4 160;3;INIT;36;;;;58;;72;;;;;;;;;;61;;;;39;;;;;;;;;;;39;;;;;;;;39;;;58;;;;;;;;;36;;;36;58;;
;HYDRA;TEG-SD;3;Barren;3 190;3;INIT;32;;;;59;;86;;;;;;;;;;61;;;;46;;;;;;;;;;;46;;;;;;;;46;;;59;;;;;;;;;32;;;32;59;;
;HYDRA;TEG-SD;4;Temperate;6 770;3;INIT;10;;74;;;;91;;60;;;;;;;;87;;;;;;;;;;;;;;;;;;;;60;;60;;;;;;;74;;;;;;10;;;;74;;
;HYDRA;TEG-SD;5;Barren;11 310;3;INIT;31;;;;59;;76;;;;;;;;;;63;;;;40;;;;;;;;;;;40;;;;;;;;40;;;59;;;;;;;;;31;;;31;59;;
;HYDRA;TEG-SD;6;Lava;3 950;3;INIT;;;;;35;;;;;;66;;75;;;;;;;;;;66;;;;;;41;;;;35;66;;;;;;;;66;;;;;;;;;;;41;;;66;;
;HYDRA;TEG-SD;7;Gas;17 280;3;INIT;48;;;;57;;;;;;;;;;52;;;;61;;;;;;;;18;;;;;;;;48;;;;;;;;;18;;;;;;;52;;;;48;52;;
;HYDRA;TEG-SD;8;Gas;25 280;3;INIT;47;;;;56;;;;;;;;;;53;;;;64;;;;;;;;20;;;;;;;;47;;;;;;;;;20;;;;;;;53;;;;47;53;;
;HYDRA;TEG-SD;9;Ice;30 480;3;INIT;95;;;;;;;;;;;;96;;;;48;;36;;;;;;47;;;;;;;;;;;;;;;;;;;;;;;;;36;;48;;47;;48;;
;HYDRA;14YI-D;1;Storm;5 920;3;INIT;59;;;;60;;;;;;;;;;43;;;;52;;;;;;;;;;56;;;;;;43;;;;;;;;;;;;43;;56;;43;;;;59;59;;
;HYDRA;14YI-D;2;Barren;3 060;3;INIT;28;;;;51;;76;;;;;;;;;;54;;;;45;;;;;;;;;;;45;;;;;;;;45;;;51;;;;;;;;;28;;;28;51;;
;HYDRA;14YI-D;3;Gas;13 200;3;INIT;45;;;;54;;;;;;;;;;52;;;;57;;;;;;;;33;;;;;;;;45;;;;;;;;;33;;;;;;;52;;;;45;52;;
;HYDRA;14YI-D;4;Temperate;6 610;3;INIT;41;;62;;;;81;;37;;;;;;;;59;;;;;;;;;;;;;;;;;;;;37;;37;;;;;;;62;;;;;;41;;;;62;;
;HYDRA;14YI-D;5;Gas;53 970;3;INIT;47;;;;54;;;;;;;;;;50;;;;58;;;;;;;;40;;;;;;;;47;;;;;;;;;40;;;;;;;50;;;;47;50;;
;HYDRA;14YI-D;6;Gas;116 830;3;INIT;48;;;;55;;;;;;;;;;52;;;;62;;;;;;;;31;;;;;;;;48;;;;;;;;;31;;;;;;;52;;;;48;52;;
;HYDRA;14YI-D;7;Gas;52 080;3;INIT;46;;;;52;;;;;;;;;;54;;;;57;;;;;;;;25;;;;;;;;46;;;;;;;;;25;;;;;;;54;;;;46;54;;
;HYDRA;14YI-D;8;Barren;11 510;3;INIT;31;;;;58;;79;;;;;;;;;;57;;;;25;;;;;;;;;;;25;;;;;;;;25;;;57;;;;;;;;;31;;;31;57;;
;HYDRA;14YI-D;9;Storm;6 400;3;INIT;46;;;;43;;;;;;;;;;51;;;;66;;;;;;;;;;31;;;;;;46;;;;;;;;;;;;31;;31;;51;;;;43;51;;
;HYDRA;87XQ-0;1;Barren;2 250;1;INIT;35;;;;54;;64;;;;;;;;;;61;;;;31;;;;;;;;;;;31;;;;;;;;31;;;54;;;;;;;;;35;;;35;54;;
;HYDRA;87XQ-0;2;Lava;7 820;3;INIT;;;;;36;;;;;;55;;74;;;;;;;;;;65;;;;;;43;;;;36;65;;;;;;;;55;;;;;;;;;;;43;;;65;;
;HYDRA;87XQ-0;3;Storm;5 430;3;INIT;59;;;;55;;;;;;;;;;54;;;;65;;;;;;;;;;40;;;;;;54;;;;;;;;;;;;40;;40;;54;;;;55;55;;
;HYDRA;87XQ-0;4;Temperate;5 800;1;INIT;97;;45;;;;73;;14;;;;;;;;24;;;;;;;;;;;;;;;;;;;;14;;14;;;;;;;45;;;;;;24;;;;45;;
;HYDRA;87XQ-0;5;Gas;42 790;3;INIT;52;;;;57;;;;;;;;;;56;;;;62;;;;;;;;27;;;;;;;;52;;;;;;;;;27;;;;;;;56;;;;52;56;;
;HYDRA;87XQ-0;6;Gas;45 560;3;INIT;49;;;;60;;;;;;;;;;53;;;;66;;;;;;;;27;;;;;;;;49;;;;;;;;;27;;;;;;;53;;;;49;53;;
;HYDRA;87XQ-0;7;Gas;46 600;3;INIT;48;;;;58;;;;;;;;;;54;;;;65;;;;;;;;30;;;;;;;;48;;;;;;;;;30;;;;;;;54;;;;48;54;;
;HYDRA;87XQ-0;8;Barren;2 990;1;INIT;32;;;;57;;73;;;;;;;;;;61;;;;39;;;;;;;;;;;39;;;;;;;;39;;;57;;;;;;;;;32;;;32;57;;
;HYDRA;87XQ-0;9;Ice;14 120;3;INIT;101;;;;;;;;;;;;95;;;;46;;37;;;;;;47;;;;;;;;;;;;;;;;;;;;;;;;;37;;46;;46;;46;;
;HYDRA;87XQ-0;10;Ice;6 220;3;INIT;95;;;;;;;;;;;;100;;;;38;;35;;;;;;51;;;;;;;;;;;;;;;;;;;;;;;;;35;;38;;38;;38;;
;HYDRA;87XQ-0;11;Barren;4 140;1;INIT;34;;;;59;;73;;;;;;;;;;59;;;;45;;;;;;;;;;;45;;;;;;;;45;;;59;;;;;;;;;34;;;34;59;;
;HYDRA;LJ-TZW;1;Barren;2 480;3;INIT;31;;;;56;;70;;;;;;;;;;59;;;;40;;;;;;;;;;;40;;;;;;;;40;;;56;;;;;;;;;31;;;31;56;;
;HYDRA;LJ-TZW;2;Barren;2 770;3;INIT;29;;;;61;;78;;;;;;;;;;58;;;;43;;;;;;;;;;;43;;;;;;;;43;;;58;;;;;;;;;29;;;29;58;;
;HYDRA;LJ-TZW;3;Lava;4 180;3;INIT;;;;;36;;;;;;4;;66;;;;;;;;;;70;;;;;;49;;;;36;66;;;;;;;;4;;;;;;;;;;;49;;;66;;
;HYDRA;LJ-TZW;4;Barren;4 220;3;INIT;32;;;;54;;66;;;;;;;;;;57;;;;35;;;;;;;;;;;35;;;;;;;;35;;;54;;;;;;;;;32;;;32;54;;
;HYDRA;LJ-TZW;5;Storm;5 990;3;INIT;64;;;;63;;;;;;;;;;42;;;;54;;;;;;;;;;54;;;;;;42;;;;;;;;;;;;42;;54;;42;;;;63;63;;
;HYDRA;LJ-TZW;6;Storm;6 200;3;INIT;47;;;;43;;;;;;;;;;55;;;;65;;;;;;;;;;34;;;;;;47;;;;;;;;;;;;34;;34;;55;;;;43;55;;
;HYDRA;LJ-TZW;7;Storm;6 210;3;INIT;43;;;;49;;;;;;;;;;53;;;;67;;;;;;;;;;38;;;;;;43;;;;;;;;;;;;38;;38;;53;;;;43;53;;
;HYDRA;LJ-TZW;8;Oceanic;2 890;3;INIT;107;;;;;;41;;64;;;;;;;;63;;;;;;;;60;;;;;;;;;;;;63;60;41;;;;;;;;;;;;;63;;60;;63;;
;HYDRA;LJ-TZW;9;Gas;14 260;3;INIT;48;;;;56;;;;;;;;;;54;;;;58;;;;;;;;31;;;;;;;;48;;;;;;;;;31;;;;;;;54;;;;48;54;;
;HYDRA;LJ-TZW;10;Temperate;10 140;3;INIT;65;;65;;;;73;;26;;;;;;;;42;;;;;;;;;;;;;;;;;;;;26;;26;;;;;;;65;;;;;;42;;;;65;;
;HYDRA;LJ-TZW;11;Gas;13 920;3;INIT;45;;;;53;;;;;;;;;;51;;;;57;;;;;;;;19;;;;;;;;45;;;;;;;;;19;;;;;;;51;;;;45;51;;
;HYDRA;LJ-TZW;12;Gas;35 530;3;INIT;46;;;;51;;;;;;;;;;51;;;;60;;;;;;;;22;;;;;;;;46;;;;;;;;;22;;;;;;;51;;;;46;51;;
;HYDRA;LJ-TZW;13;Gas;26 540;;INIT;45;;;;55;;;;;;;;;;52;;;;59;;;;;;;;39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55;;
;HYDRA;KVN-36;1;Lava;3 430;3;INIT;;;;;33;;;;;;;;78;;;;;;;;;;63;;;;;;41;;;;33;63;;;;;;;;;;;;;;;;;;;41;;;63;;
;HYDRA;KVN-36;2;Lava;4 830;3;INIT;;;;;41;;;;;;40;;72;;;;;;;;;;72;;;;;;49;;;;41;72;;;;;;;;40;;;;;;;;;;;49;;;72;;
;HYDRA;KVN-36;3;Temperate;4 900;3;INIT;67;;69;;;;76;;34;;;;;;;;49;;;;;;;;;;;;;;;;;;;;34;;34;;;;;;;69;;;;;;49;;;;69;;
;HYDRA;KVN-36;4;Gas;18 040;3;INIT;48;;;;58;;;;;;;;;;53;;;;62;;;;;;;;35;;;;;;;;48;;;;;;;;;35;;;;;;;53;;;;48;53;;
;HYDRA;KVN-36;5;Gas;121 360;3;INIT;50;;;;58;;;;;;;;;;55;;;;61;;;;;;;;30;;;;;;;;50;;;;;;;;;30;;;;;;;55;;;;50;55;;
;HYDRA;KVN-36;6;Gas;18 730;3;INIT;47;;;;56;;;;;;;;;;52;;;;63;;;;;;;;18;;;;;;;;47;;;;;;;;;18;;;;;;;52;;;;47;52;;
;HYDRA;KVN-36;7;Ice;8 960;3;INIT;99;;;;;;;;;;;;88;;;;38;;40;;;;;;54;;;;;;;;;;;;;;;;;;;;;;;;;40;;38;;38;;40;;
;MERMAID;XUW-3X;1;Barren;2 650;1;INIT;29;;;;60;;78;;;;;;;;;;54;;;;41;;;;;;;;;;;41;;;;;;;;41;;;54;;;;;;;;;29;;;29;54;;
;MERMAID;XUW-3X;2;Barren;6 030;1;INIT;29;;;;53;;65;;;;;;;;;;61;;;;36;;;;;;;;;;;36;;;;;;;;36;;;53;;;;;;;;;29;;;29;53;;
;MERMAID;XUW-3X;3;Temperate;5 230;1;INIT;76;;56;;;;76;;21;;;;;;;;31;;;;;;;;;;;;;;;;;;;;21;;21;;;;;;;56;;;;;;31;;;;56;;
;MERMAID;XUW-3X;4;Barren;6 910;1;INIT;30;;;;56;;72;;;;;;;;;;56;;;;40;;;;;;;;;;;40;;;;;;;;40;;;56;;;;;;;;;30;;;30;56;;
;MERMAID;XUW-3X;5;Gas;15 740;3;INIT;46;;;;52;;;;;;;;;;53;;;;60;;;;;;;;24;;;;;;;;46;;;;;;;;;24;;;;;;;53;;;;46;53;;
;MERMAID;XUW-3X;6;Gas;94 410;3;INIT;46;;;;54;;;;;;;;;;53;;;;59;;;;;;;;16;;;;;;;;46;;;;;;;;;16;;;;;;;53;;;;46;53;;
;MERMAID;XUW-3X;7;Gas;48 570;3;INIT;45;;;;52;;;;;;;;;;51;;;;57;;;;;;;;14;;;;;;;;45;;;;;;;;;14;;;;;;;51;;;;45;51;;
;MERMAID;XUW-3X;8;Lava;4 040;3;INIT;;;;;37;;;;;;19;;61;;;;;;;;;;71;;;;;;45;;;;37;61;;;;;;;;19;;;;;;;;;;;45;;;61;;
;MERMAID;XUW-3X;9;Barren;3 320;1;INIT;31;;;;53;;70;;;;;;;;;;53;;;;44;;;;;;;;;;;44;;;;;;;;44;;;53;;;;;;;;;31;;;31;53;;
;MERMAID;006-L3;1;Lava;2 110;3;INIT;;;;;42;;;;;;4;;68;;;;;;;;;;82;;;;;;52;;;;42;68;;;;;;;;4;;;;;;;;;;;52;;;68;;
;MERMAID;006-L3;2;Barren;2 560;3;INIT;31;;;;57;;73;;;;;;;;;;61;;;;45;;;;;;;;;;;45;;;;;;;;45;;;57;;;;;;;;;31;;;31;57;;
;MERMAID;006-L3;3;Temperate;7 080;3;INIT;23;;69;;;;90;;57;;;;;;;;83;;;;;;;;;;;;;;;;;;;;57;;57;;;;;;;69;;;;;;23;;;;69;;
;MERMAID;006-L3;4;Gas;16 610;3;INIT;49;;;;55;;;;;;;;;;52;;;;61;;;;;;;;27;;;;;;;;49;;;;;;;;;27;;;;;;;52;;;;49;52;;
;MERMAID;006-L3;5;Gas;37 630;3;INIT;51;;;;56;;;;;;;;;;54;;;;62;;;;;;;;36;;;;;;;;51;;;;;;;;;36;;;;;;;54;;;;51;54;;
;MERMAID;006-L3;6;Gas;15 620;3;INIT;48;;;;55;;;;;;;;;;55;;;;60;;;;;;;;23;;;;;;;;48;;;;;;;;;23;;;;;;;55;;;;48;55;;
;MERMAID;006-L3;7;Ice;18 840;3;INIT;98;;;;;;;;;;;;90;;;;42;;35;;;;;;49;;;;;;;;;;;;;;;;;;;;;;;;;35;;42;;42;;42;;
;MERMAID;PB-0C1;1;Lava;1 740;3;INIT;;;;;34;;;;;;54;;72;;;;;;;;;;70;;;;;;41;;;;34;70;;;;;;;;54;;;;;;;;;;;41;;;70;;
;MERMAID;PB-0C1;2;Barren;2 740;3;INIT;30;;;;56;;74;;;;;;;;;;58;;;;41;;;;;;;;;;;41;;;;;;;;41;;;56;;;;;;;;;30;;;30;56;;
;MERMAID;PB-0C1;3;Temperate;4 930;3;INIT;72;;63;;;;76;;28;;;;;;;;42;;;;;;;;;;;;;;;;;;;;28;;28;;;;;;;63;;;;;;42;;;;63;;
